Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
1494414860.26056,0,1494414860,260559999,gps,0,0,47.3961067199707,8.648131370544434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414860.360606,0,1494414860,360606004,gps,0,0,47.3961067199707,8.648131370544434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414860.4605062,0,1494414860,460506124,gps,0,0,47.3961067199707,8.648131370544434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414860.5605273,0,1494414860,560527367,gps,0,0,47.3961067199707,8.648131370544434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414860.6605327,0,1494414860,660532679,gps,0,0,47.3961067199707,8.648131370544434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414860.760526,0,1494414860,760525925,gps,0,0,47.3961067199707,8.648131370544434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414860.8605793,0,1494414860,860579189,gps,0,0,47.3961067199707,8.648131370544434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414860.9605112,0,1494414860,960511216,gps,0,0,47.3961067199707,8.648131370544434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414861.0605173,0,1494414861,60517331,gps,0,0,47.3961067199707,8.648131370544434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414861.1608574,0,1494414861,160857536,gps,0,0,47.3961067199707,8.648131370544434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414861.2604573,0,1494414861,260457319,gps,0,0,47.3961067199707,8.648131370544434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414861.3604953,0,1494414861,360495358,gps,0,0,47.3961067199707,8.648131370544434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414861.460466,0,1494414861,460465811,gps,0,0,47.3961067199707,8.648131370544434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414861.5604336,0,1494414861,560433743,gps,0,0,47.3961067199707,8.648131370544434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
